timestamp,benchmark_source_commit,method,logN,N,m,trial_index,vector_pprf_full_domain_eval_ms,base_field_wht_x_ms,module_coordinate_wht_z_ms,pointwise_multiplication_ms,additions_output_materialization_ms,p0_total_ms,p1_total_ms,critical_path_ms,rho_wht_one_time_ms,status
2026-07-26T06:15:57.491520+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,RM_EXPAND_ONLY,20,1048576,16,8,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p0,689.8689999999999,677.822,689.8689999999999,precomputed_outside_repeated_region,OK
2026-07-26T06:15:57.491525+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,RM_EXPAND_ONLY,20,1048576,16,9,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p0,696.554,681.939,696.554,precomputed_outside_repeated_region,OK
2026-07-26T06:15:57.491531+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,RM_EXPAND_ONLY,20,1048576,32,-1,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p0,1459.2130000000002,1434.546,1459.2130000000002,precomputed_outside_repeated_region,OK
2026-07-26T06:15:57.491534+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,RM_EXPAND_ONLY,20,1048576,32,0,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p0,1451.193,1467.649,1467.649,precomputed_outside_repeated_region,OK
2026-07-26T06:15:57.491537+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,RM_EXPAND_ONLY,20,1048576,32,1,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p0,1453.035,1447.333,1453.035,precomputed_outside_repeated_region,OK
2026-07-26T06:15:57.491540+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,RM_EXPAND_ONLY,20,1048576,32,2,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p0,1455.115,1432.3760000000002,1455.115,precomputed_outside_repeated_region,OK
2026-07-26T06:15:57.491545+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,RM_EXPAND_ONLY,20,1048576,32,3,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p0,1457.504,1476.368,1476.368,precomputed_outside_repeated_region,OK
2026-07-26T06:15:57.491547+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,RM_EXPAND_ONLY,20,1048576,32,4,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p0,1460.607,1439.01,1460.607,precomputed_outside_repeated_region,OK
2026-07-26T06:15:57.491552+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,RM_EXPAND_ONLY,20,1048576,32,5,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p0,1454.317,1450.63,1454.317,precomputed_outside_repeated_region,OK
2026-07-26T06:15:57.491556+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,RM_EXPAND_ONLY,20,1048576,32,6,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p0,1464.371,1448.1779999999999,1464.371,precomputed_outside_repeated_region,OK
2026-07-26T06:15:57.491559+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,RM_EXPAND_ONLY,20,1048576,32,7,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p0,1463.002,1441.478,1463.002,precomputed_outside_repeated_region,OK
2026-07-26T06:15:57.491562+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,RM_EXPAND_ONLY,20,1048576,32,8,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p0,1449.503,1456.7,1456.7,precomputed_outside_repeated_region,OK
2026-07-26T06:15:57.491564+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,RM_EXPAND_ONLY,20,1048576,32,9,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p0,1458.938,1457.346,1458.938,precomputed_outside_repeated_region,OK
