method,logN,m,metric,count,median,mean,stddev,q25,q75,min,max
RM_COORD_GENERIC_SPLIT,18,16,total_comm_bytes,10,18437488.0,18437488.0,0.0,18437488.0,18437488.0,18437488.0,18437488.0
RM_COORD_GENERIC_SPLIT,18,16,split_input_setup_ms,10,124.714,126.5733,3.654090558538473,124.351,128.39800000000002,123.64,134.874
RM_COORD_GENERIC_SPLIT,18,16,pprf_key_setup_ms,10,1751.0025,1743.9911,84.56507232947897,1669.0069999999998,1828.669,1632.568,1886.1000000000001
RM_COORD_GENERIC_SPLIT,18,16,p0_expand_ms,10,151.9445,158.4727,17.279400198212898,151.488,155.618,150.65200000000002,209.957
RM_COORD_GENERIC_SPLIT,18,16,p1_expand_ms,10,146.2905,150.0108,6.420552698950453,145.734,152.59900000000002,145.036,162.45999999999998
RM_COORD_GENERIC_SPLIT,18,32,total_wall_ms,10,4095.6495000000004,4109.4139000000005,94.8193955543378,4023.333,4136.396000000001,3993.241,4281.956
RM_COORD_GENERIC_SPLIT,18,32,total_comm_bytes,10,70429296.0,70429296.0,0.0,70429296.0,70429296.0,70429296.0,70429296.0
RM_COORD_GENERIC_SPLIT,18,32,split_input_setup_ms,10,302.9905,309.9916,13.525746139862305,301.71,310.23400000000004,300.085,336.725
RM_COORD_GENERIC_SPLIT,18,32,pprf_key_setup_ms,10,3386.6165,3408.8541,88.63666326690108,3334.673,3465.335,3309.2549999999997,3594.788
RM_COORD_GENERIC_SPLIT,18,32,p0_expand_ms,10,378.394,363.5466,30.52598371944794,318.88,385.459,318.153,394.39000000000004
RM_COORD_GENERIC_SPLIT,18,32,p1_expand_ms,10,316.323,322.1777,11.978972151649737,313.067,329.741,312.08000000000004,351.327
RM_COORD_GENERIC_SPLIT,18,8,total_wall_ms,10,1010.0345,1027.9118,50.13241358402764,982.2239999999999,1066.558,967.2330000000001,1106.858
RM_COORD_GENERIC_SPLIT,18,8,total_comm_bytes,10,5024496.0,5024496.0,0.0,5024496.0,5024496.0,5024496.0,5024496.0
RM_COORD_GENERIC_SPLIT,18,8,split_input_setup_ms,10,48.024,49.720800000000004,4.509532676453293,47.404,49.655,46.896,62.598
RM_COORD_GENERIC_SPLIT,18,8,pprf_key_setup_ms,10,836.962,861.2958,48.04514637879669,819.149,898.924,816.732,938.516
RM_COORD_GENERIC_SPLIT,18,8,p0_expand_ms,10,78.7635,80.2266,4.74029212601924,78.298,78.961,77.942,94.402
RM_COORD_GENERIC_SPLIT,18,8,p1_expand_ms,10,74.566,78.1732,4.948618591081756,74.272,82.428,73.82,88.03099999999999
RM_COORD_GENERIC_SPLIT,20,16,total_wall_ms,10,3328.6335,3328.6429,4.060401050388995,3326.333,3329.424,3321.913,3337.826
RM_COORD_GENERIC_SPLIT,20,16,total_comm_bytes,10,18707824.0,18707824.0,0.0,18707824.0,18707824.0,18707824.0,18707824.0
RM_COORD_GENERIC_SPLIT,20,16,split_input_setup_ms,10,123.72,123.75,0.21995999636297375,123.582,123.91499999999999,123.337,124.10799999999999
RM_COORD_GENERIC_SPLIT,20,16,pprf_key_setup_ms,10,2304.0375,2303.4592,2.6212211200125846,2301.639,2305.288,2298.466,2307.372
RM_COORD_GENERIC_SPLIT,20,16,p0_expand_ms,10,689.756,690.1076,1.9161795427360118,688.588,691.487,687.253,694.013
RM_COORD_GENERIC_SPLIT,20,16,p1_expand_ms,10,675.117,674.6592,1.9860328698186303,672.809,676.12,671.767,678.1740000000001
RM_COORD_GENERIC_SPLIT,20,32,total_wall_ms,10,6590.5965,6588.688,18.81315723635987,6579.219,6601.63,6552.594,6622.994000000001
RM_COORD_GENERIC_SPLIT,20,32,total_comm_bytes,10,70969968.0,70969968.0,0.0,70969968.0,70969968.0,70969968.0,70969968.0
RM_COORD_GENERIC_SPLIT,20,32,split_input_setup_ms,10,299.7715,299.9637,0.5906401696464603,299.448,300.35200000000003,299.30600000000004,301.201
RM_COORD_GENERIC_SPLIT,20,32,pprf_key_setup_ms,10,4627.23,4626.2382,9.694399917478025,4621.6179999999995,4630.167,4608.131,4645.844999999999
RM_COORD_GENERIC_SPLIT,20,32,p0_expand_ms,10,1439.3204999999998,1440.9936,9.979891885185923,1431.2720000000002,1449.876,1429.4869999999999,1457.4009999999998
RM_COORD_GENERIC_SPLIT,20,32,p1_expand_ms,10,1418.1555,1415.8324,12.05116799484602,1414.869,1421.0910000000001,1382.2369999999999,1430.599
RM_COORD_GENERIC_SPLIT,20,8,total_wall_ms,10,1744.107,1744.2645,3.191676056557117,1742.0659999999998,1745.5369999999998,1740.096,1751.979
RM_COORD_GENERIC_SPLIT,20,8,total_comm_bytes,10,5159664.0,5159664.0,0.0,5159664.0,5159664.0,5159664.0,5159664.0
RM_COORD_GENERIC_SPLIT,20,8,split_input_setup_ms,10,47.1435,47.1088,0.13642419140313639,46.980000000000004,47.188,46.900999999999996,47.343999999999994
RM_COORD_GENERIC_SPLIT,20,8,pprf_key_setup_ms,10,1149.056,1148.9747,2.8695245616652585,1146.618,1150.404,1144.447,1154.268
RM_COORD_GENERIC_SPLIT,20,8,p0_expand_ms,10,337.73,338.1032,1.6337120798965687,336.721,339.282,336.072,341.56399999999996
RM_COORD_GENERIC_SPLIT,20,8,p1_expand_ms,10,317.97749999999996,318.103,1.0328032726516645,317.443,318.339,316.595,320.671
RM_COORD_OPT,12,16,total_wall_ms,10,778.6560000000001,777.2291,16.641763515024486,758.0559999999999,792.505,755.4490000000001,805.601
RM_COORD_OPT,12,16,total_comm_bytes,10,3192448.0,3192448.0,0.0,3192448.0,3192448.0,3192448.0,3192448.0
RM_COORD_OPT,12,16,split_input_setup_ms,10,28.2715,28.5742,0.9387682142041235,28.179,28.313000000000002,28.009,31.345
RM_COORD_OPT,12,16,pprf_key_setup_ms,10,748.892,747.0978,16.130444127797603,728.5930000000001,762.8660000000001,725.679,772.77
RM_COORD_OPT,12,16,p0_expand_ms,10,1.4595,1.5571,0.23595315212982432,1.454,1.486,1.435,2.241
RM_COORD_OPT,12,16,p1_expand_ms,10,1.646,1.6814,0.10550090047009081,1.639,1.656,1.637,1.997
RM_COORD_OPT,12,32,total_wall_ms,10,1562.7089999999998,1572.4506999999999,43.610191485591955,1547.3110000000001,1598.501,1515.761,1671.466
RM_COORD_OPT,12,32,total_comm_bytes,10,6005632.0,6005632.0,0.0,6005632.0,6005632.0,6005632.0,6005632.0
RM_COORD_OPT,12,32,split_input_setup_ms,10,34.212,34.9319,1.377037214457183,34.123,35.414,33.56,37.894
RM_COORD_OPT,12,32,pprf_key_setup_ms,10,1522.987,1534.1556,42.962145142439034,1510.174,1561.283,1477.8029999999999,1630.4579999999999
RM_COORD_OPT,12,32,p0_expand_ms,10,3.099,3.3633,0.6038114026747095,3.057,3.313,3.035,5.086
RM_COORD_OPT,12,32,p1_expand_ms,10,3.3899999999999997,3.484,0.2288283199256596,3.3609999999999998,3.4859999999999998,3.336,4.136
RM_COORD_OPT,12,8,total_wall_ms,10,390.98449999999997,400.9145,18.733352167991725,390.051,402.3,389.69399999999996,452.745
RM_COORD_OPT,12,8,total_comm_bytes,10,1785856.0,1785856.0,0.0,1785856.0,1785856.0,1785856.0,1785856.0
RM_COORD_OPT,12,8,split_input_setup_ms,10,25.363,26.645200000000003,2.8639488054083655,25.145,26.449,25.028000000000002,34.602000000000004
RM_COORD_OPT,12,8,pprf_key_setup_ms,10,365.09849999999994,373.5194,17.982812745507864,363.951,373.85200000000003,363.651,425.548
RM_COORD_OPT,12,8,p0_expand_ms,10,0.745,0.7502,0.017560182231400656,0.742,0.748,0.739,0.8019999999999999
RM_COORD_OPT,12,8,p1_expand_ms,10,0.806,0.8126,0.03192867050160404,0.7919999999999999,0.8140000000000001,0.787,0.903
RM_COORD_OPT,14,16,total_wall_ms,10,1077.836,1110.1812,71.75085328523977,1060.347,1148.1699999999998,1032.046,1249.516
RM_COORD_OPT,14,16,total_comm_bytes,10,3462784.0,3462784.0,0.0,3462784.0,3462784.0,3462784.0,3462784.0
RM_COORD_OPT,14,16,split_input_setup_ms,10,33.097,33.9576,2.6067757939646437,32.292,36.172000000000004,30.345,38.388
RM_COORD_OPT,14,16,pprf_key_setup_ms,10,1038.687,1067.6352,68.30367387161544,1019.485,1099.909,993.0830000000001,1197.6970000000001
RM_COORD_OPT,14,16,p0_expand_ms,10,7.5795,8.5883,1.9722726003268407,7.420000000000001,8.369,7.3870000000000005,13.431999999999999
RM_COORD_OPT,14,16,p1_expand_ms,10,7.355,8.3383,1.6697598659687567,7.225,9.218,7.194,12.487
RM_COORD_OPT,14,32,total_wall_ms,10,2100.5655,2119.0869000000002,65.85423321465368,2075.626,2185.352,2027.9349999999997,2215.627
RM_COORD_OPT,14,32,total_comm_bytes,10,6546304.0,6546304.0,0.0,6546304.0,6546304.0,6546304.0,6546304.0
RM_COORD_OPT,14,32,split_input_setup_ms,10,36.691500000000005,36.655300000000004,2.9755710057062985,34.274,37.309000000000005,32.755,42.717999999999996
RM_COORD_OPT,14,32,pprf_key_setup_ms,10,2048.2855,2067.1818,64.17780489826686,2025.5290000000002,2137.107,1977.8139999999999,2156.694
RM_COORD_OPT,14,32,p0_expand_ms,10,15.055,15.2498,0.5689465352737458,14.754,15.847,14.607999999999999,16.215
RM_COORD_OPT,14,32,p1_expand_ms,10,15.118500000000001,16.2381,1.7835227192273162,14.773,17.817,14.553,19.302
RM_COORD_OPT,14,8,total_wall_ms,10,533.2165,540.9839000000001,25.751958812680645,530.547,536.079,521.695,616.128
RM_COORD_OPT,14,8,total_comm_bytes,10,1921024.0,1921024.0,0.0,1921024.0,1921024.0,1921024.0,1921024.0
RM_COORD_OPT,14,8,split_input_setup_ms,10,27.869,28.4728,1.1692380253823433,27.641,29.537,27.542,31.213
RM_COORD_OPT,14,8,pprf_key_setup_ms,10,501.56249999999994,508.6475,25.472467443300403,497.10900000000004,503.933,490.222,582.8259999999999
RM_COORD_OPT,14,8,p0_expand_ms,10,3.825,3.8641,0.14275535016243684,3.8040000000000003,3.839,3.765,4.286
RM_COORD_OPT,14,8,p1_expand_ms,10,3.7489999999999997,3.8994,0.2833073242964257,3.697,3.9709999999999996,3.6679999999999997,4.563000000000001
RM_COORD_OPT,16,16,total_wall_ms,10,1354.712,1394.1028,87.48642643153279,1330.2,1451.657,1304.865,1605.356
RM_COORD_OPT,16,16,total_comm_bytes,10,3733120.0,3733120.0,0.0,3733120.0,3733120.0,3733120.0,3733120.0
RM_COORD_OPT,16,16,split_input_setup_ms,10,21.249000000000002,21.797,2.265832032609655,20.239,22.011,18.995,26.809
RM_COORD_OPT,16,16,pprf_key_setup_ms,10,1301.2815,1339.2451,86.74232948618572,1271.678,1398.882,1248.4599999999998,1548.3880000000001
RM_COORD_OPT,16,16,p0_expand_ms,10,32.138000000000005,33.0608,2.192304987906564,31.712999999999997,33.214,31.378999999999998,38.756
RM_COORD_OPT,16,16,p1_expand_ms,10,30.865000000000002,31.6601,1.5386784881839344,30.575000000000003,32.413,30.306,34.933
RM_COORD_OPT,16,32,total_wall_ms,10,2557.1155,2565.6881,19.831681136252655,2552.2740000000003,2573.254,2546.6820000000002,2613.007
RM_COORD_OPT,16,32,total_comm_bytes,10,7086976.0,7086976.0,0.0,7086976.0,7086976.0,7086976.0,7086976.0
RM_COORD_OPT,16,32,split_input_setup_ms,10,23.544,24.483600000000003,3.437393320526471,22.145000000000003,24.71,21.926000000000002,34.198
RM_COORD_OPT,16,32,pprf_key_setup_ms,10,2471.891,2478.9327000000003,16.660442647480885,2465.875,2489.842,2462.05,2513.989
RM_COORD_OPT,16,32,p0_expand_ms,10,61.63850000000001,62.2717,1.5122126867606949,61.309000000000005,61.872,61.225,65.666
RM_COORD_OPT,16,32,p1_expand_ms,10,69.7815,70.8997,2.371243346854133,69.694,70.22399999999999,69.48899999999999,77.25999999999999
RM_COORD_OPT,16,8,total_wall_ms,10,695.923,701.3942999999999,26.52736796989102,687.275,706.459,663.9699999999999,755.217
RM_COORD_OPT,16,8,total_comm_bytes,10,2056192.0,2056192.0,0.0,2056192.0,2056192.0,2056192.0,2056192.0
RM_COORD_OPT,16,8,split_input_setup_ms,10,18.695,19.4024,2.4451755846973438,17.57,20.676,16.578,25.487
RM_COORD_OPT,16,8,pprf_key_setup_ms,10,658.1465,665.3812,26.14792385180897,650.27,672.034,628.717,718.117
RM_COORD_OPT,16,8,p0_expand_ms,10,16.3505,16.6108,0.7263011496617641,16.275000000000002,16.395,16.139,18.646
RM_COORD_OPT,16,8,p1_expand_ms,10,15.627500000000001,16.2239,1.0154599401256552,15.488999999999999,16.744,15.439,18.308
RM_COORD_OPT,18,16,total_wall_ms,10,1929.4074999999998,1918.9132,40.99900245810868,1872.481,1953.046,1859.002,1968.396
RM_COORD_OPT,18,16,total_comm_bytes,10,4003456.0,4003456.0,0.0,4003456.0,4003456.0,4003456.0,4003456.0
RM_COORD_OPT,18,16,split_input_setup_ms,10,11.097999999999999,12.6048,2.613112389469691,11.055,13.181999999999999,11.010000000000002,18.514
RM_COORD_OPT,18,16,pprf_key_setup_ms,10,1714.141,1719.8546000000001,35.78999561106432,1683.697,1752.747,1673.269,1780.6960000000001
RM_COORD_OPT,18,16,p0_expand_ms,10,153.02050000000003,163.466,16.98983068779674,151.666,170.733,151.09900000000002,196.696
RM_COORD_OPT,18,16,p1_expand_ms,10,155.5025,159.4466,16.981676714623912,145.478,163.395,145.357,201.346
RM_COORD_OPT,18,32,total_wall_ms,10,3808.2525,3764.0124,166.09161920109037,3532.4779999999996,3905.3900000000003,3524.33,3980.47
RM_COORD_OPT,18,32,total_comm_bytes,10,7627648.0,7627648.0,0.0,7627648.0,7627648.0,7627648.0,7627648.0
RM_COORD_OPT,18,32,split_input_setup_ms,10,13.2465,15.3762,3.949214220576038,13.166,14.74,13.059,24.953
RM_COORD_OPT,18,32,pprf_key_setup_ms,10,3424.361,3388.9354,148.82248517626624,3179.834,3502.625,3172.985,3591.138
RM_COORD_OPT,18,32,p0_expand_ms,10,331.45799999999997,343.7278,24.3356280001154,330.123,351.939,322.12,401.35900000000004
RM_COORD_OPT,18,32,p1_expand_ms,10,321.7125,336.5868,24.107102948301375,319.164,365.94300000000004,318.002,382.29200000000003
RM_COORD_OPT,18,8,total_wall_ms,10,956.951,969.8443,45.55608408335823,929.048,1010.1150000000001,917.3789999999999,1058.747
RM_COORD_OPT,18,8,total_comm_bytes,10,2191360.0,2191360.0,0.0,2191360.0,2191360.0,2191360.0,2191360.0
RM_COORD_OPT,18,8,split_input_setup_ms,10,9.937999999999999,10.884599999999999,2.5362672650964844,9.883,10.104999999999999,9.799000000000001,18.427
RM_COORD_OPT,18,8,pprf_key_setup_ms,10,835.7485,844.7943,37.83003927846228,810.9399999999999,888.294,804.354,906.2959999999999
RM_COORD_OPT,18,8,p0_expand_ms,10,79.6505,82.7517,5.253990941179853,79.307,88.467,78.528,91.913
RM_COORD_OPT,18,8,p1_expand_ms,10,74.471,75.9799,3.16103737560947,74.34,75.663,73.70599999999999,82.495
RM_COORD_OPT,20,16,total_wall_ms,10,3163.322,3163.9155,7.004121090472328,3159.128,3169.1349999999998,3152.282,3175.342
RM_COORD_OPT,20,16,total_comm_bytes,10,4273792.0,4273792.0,0.0,4273792.0,4273792.0,4273792.0,4273792.0
