timestamp,benchmark_source_commit,method,logN,N,m,trial_index,silent_extension_ms,local_output_mapping_ms,critical_path_ms,status
2026-07-26T06:15:57.493886+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,18,262144,16,5,523.4929999999999,0.0,523.4929999999999,OK
2026-07-26T06:15:57.493892+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,18,262144,16,6,530.355,0.0,530.355,OK
2026-07-26T06:15:57.493898+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,18,262144,16,7,537.1519999999999,0.0,537.1519999999999,OK
2026-07-26T06:15:57.493904+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,18,262144,16,8,542.628,0.0,542.628,OK
2026-07-26T06:15:57.493910+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,18,262144,16,9,533.351,0.0,533.351,OK
2026-07-26T06:15:57.493915+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,18,262144,32,-1,765.086,0.0,765.086,OK
2026-07-26T06:15:57.493921+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,18,262144,32,0,778.369,0.0,778.369,OK
2026-07-26T06:15:57.493931+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,18,262144,32,1,738.486,0.0,738.486,OK
2026-07-26T06:15:57.493937+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,18,262144,32,2,766.758,0.0,766.758,OK
2026-07-26T06:15:57.493943+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,18,262144,32,3,763.159,0.0,763.159,OK
2026-07-26T06:15:57.493948+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,18,262144,32,4,738.093,0.0,738.093,OK
2026-07-26T06:15:57.493957+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,18,262144,32,5,771.957,0.0,771.957,OK
2026-07-26T06:15:57.493963+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,18,262144,32,6,746.096,0.0,746.096,OK
2026-07-26T06:15:57.493970+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,18,262144,32,7,736.223,0.0,736.223,OK
2026-07-26T06:15:57.493977+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,18,262144,32,8,758.571,0.0,758.571,OK
2026-07-26T06:15:57.493982+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,18,262144,32,9,741.143,0.0,741.143,OK
2026-07-26T06:15:57.493988+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,8,-1,1401.697,0.0,1401.697,OK
2026-07-26T06:15:57.493996+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,8,0,1399.9660000000001,0.0,1399.9660000000001,OK
2026-07-26T06:15:57.494002+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,8,1,1411.935,0.0,1411.935,OK
2026-07-26T06:15:57.494008+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,8,2,1413.094,0.0,1413.094,OK
2026-07-26T06:15:57.494016+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,8,3,1409.9470000000001,0.0,1409.9470000000001,OK
2026-07-26T06:15:57.494022+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,8,4,1409.6,0.0,1409.6,OK
2026-07-26T06:15:57.494030+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,8,5,1396.363,0.0,1396.363,OK
2026-07-26T06:15:57.494036+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,8,6,1403.1100000000001,0.0,1403.1100000000001,OK
2026-07-26T06:15:57.494054+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,8,7,1398.9560000000001,0.0,1398.9560000000001,OK
2026-07-26T06:15:57.494062+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,8,8,1413.766,0.0,1413.766,OK
2026-07-26T06:15:57.494068+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,8,9,1401.008,0.0,1401.008,OK
2026-07-26T06:15:57.494076+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,16,-1,2264.7400000000002,0.0,2264.7400000000002,OK
2026-07-26T06:15:57.494085+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,16,0,2264.472,0.0,2264.472,OK
2026-07-26T06:15:57.494091+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,16,1,2281.819,0.0,2281.819,OK
2026-07-26T06:15:57.494097+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,16,2,2258.803,0.0,2258.803,OK
2026-07-26T06:15:57.494105+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,16,3,2250.856,0.0,2250.856,OK
2026-07-26T06:15:57.494111+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,16,4,2267.9840000000004,0.0,2267.9840000000004,OK
