timestamp,benchmark_source_commit,method,logN,N,m,trial_index,silent_extension_ms,local_output_mapping_ms,critical_path_ms,status
2026-07-26T06:15:57.494119+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,16,5,2263.082,0.0,2263.082,OK
2026-07-26T06:15:57.494125+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,16,6,2251.735,0.0,2251.735,OK
2026-07-26T06:15:57.494131+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,16,7,2262.3269999999998,0.0,2262.3269999999998,OK
2026-07-26T06:15:57.494137+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,16,8,2251.8720000000003,0.0,2251.8720000000003,OK
2026-07-26T06:15:57.494145+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,16,9,2262.715,0.0,2262.715,OK
2026-07-26T06:15:57.494151+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,32,-1,2908.655,0.0,2908.655,OK
2026-07-26T06:15:57.494157+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,32,0,2822.12,0.0,2822.12,OK
2026-07-26T06:15:57.494163+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,32,1,2860.3070000000002,0.0,2860.3070000000002,OK
2026-07-26T06:15:57.494171+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,32,2,2890.462,0.0,2890.462,OK
2026-07-26T06:15:57.494176+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,32,3,2848.776,0.0,2848.776,OK
2026-07-26T06:15:57.494182+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,32,4,2907.697,0.0,2907.697,OK
2026-07-26T06:15:57.494191+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,32,5,2856.9390000000003,0.0,2856.9390000000003,OK
2026-07-26T06:15:57.494197+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,32,6,2920.1079999999997,0.0,2920.1079999999997,OK
2026-07-26T06:15:57.494203+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,32,7,2886.192,0.0,2886.192,OK
2026-07-26T06:15:57.494208+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,32,8,2891.06,0.0,2891.06,OK
2026-07-26T06:15:57.494220+00:00,4a917afb6ebeca9bce885fae7f25d0ac0264ecb6,SILENT_EXTEND_ONLY,20,1048576,32,9,2907.99,0.0,2907.99,OK
