timestamp,git_commit,method,base_ot_mode,p,base_field_bits,base_coordinate_storage_bits,lambda,logN,N,t,m,trial_index,warmup,status,data_source,correctness,network,split_input_setup_ms,pprf_key_setup_ms,pprf_full_eval_p0_ms,pprf_full_eval_p1_ms,wht_p0_ms,wht_p1_ms,pointwise_p0_ms,pointwise_p1_ms,output_materialization_p0_ms,output_materialization_p1_ms,setup_wall_ms,expand_wall_ms,total_wall_ms,local_expand_p0_ms,local_expand_p1_ms,total_cpu_work_ms,p0_peak_rss_bytes,p1_peak_rss_bytes,max_party_peak_rss_bytes,sum_party_peak_rss_bytes,pprf_instances,split_input_noisy_svole_length,pprf_domain_size,pprf_point_count,pprf_leaves_per_sparse_polynomial,notes,check,result
2026-07-23T01:21:10.387739+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,RM_VECTOR,INCLUDING_BASE_OT,2305843009213693951,61,64,128,18,262144,64,16,-1,1,OK,measured,PASS,tcp-loopback,224.286,223.154,0,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,410.354,148.10000000000002,553.953,148.10000000000002,143.59900000000002,739.139,68194304,68194304,68194304,136388608,2,128,4096,64,262144,tcp_two_process_loopback; p0_server_p1_client; tcp_two_process;,all_N_times_m_coordinates,PASS
2026-07-23T01:21:11.425893+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,RM_VECTOR,INCLUDING_BASE_OT,2305843009213693951,61,64,128,18,262144,64,16,0,0,OK,measured,PASS,tcp-loopback,223.738,214.688,0,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,400.18,157.88,542.713,157.88,142.533,738.839,68194304,68194304,68194304,136388608,2,128,4096,64,262144,tcp_two_process_loopback; p0_server_p1_client; tcp_two_process;,all_N_times_m_coordinates,PASS
2026-07-23T01:21:12.466249+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,RM_COORD,INCLUDING_BASE_OT,2305843009213693951,61,64,128,18,262144,64,16,-1,1,SKIPPED_NOT_IMPLEMENTED,skipped,SKIPPED,,,,,,,,,,,,,,,,,,,,,,,,,,,No integrated setup-inclusive RM_COORD TCP/local end-to-end harness exists in this checkout; coordinate PPRF is available only as an isolated component/local semantic ablation.,rm_coord_integrated_harness,SKIPPED
2026-07-23T01:21:12.466289+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,RM_COORD,INCLUDING_BASE_OT,2305843009213693951,61,64,128,18,262144,64,16,0,0,SKIPPED_NOT_IMPLEMENTED,skipped,SKIPPED,,,,,,,,,,,,,,,,,,,,,,,,,,,No integrated setup-inclusive RM_COORD TCP/local end-to-end harness exists in this checkout; coordinate PPRF is available only as an isolated component/local semantic ablation.,rm_coord_integrated_harness,SKIPPED
2026-07-23T01:21:12.466297+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,RM_VECTOR,INCLUDING_BASE_OT,2305843009213693951,61,64,128,18,262144,64,32,-1,1,OK,measured,PASS,tcp-loopback,470.566,360.79699999999997,0,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,736.734,291.68100000000004,1028.4150000000002,290.115,291.68100000000004,1413.159,68194304,68194304,68194304,136388608,2,128,4096,64,262144,tcp_two_process_loopback; p0_server_p1_client; tcp_two_process;,all_N_times_m_coordinates,PASS
2026-07-23T01:21:14.089911+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,RM_VECTOR,INCLUDING_BASE_OT,2305843009213693951,61,64,128,18,262144,64,32,0,0,OK,measured,PASS,tcp-loopback,497.76,360.53200000000004,0,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,763.355,294.153,1055.5410000000002,294.153,292.186,1444.631,68194304,68194304,68194304,136388608,2,128,4096,64,262144,tcp_two_process_loopback; p0_server_p1_client; tcp_two_process;,all_N_times_m_coordinates,PASS
2026-07-23T01:21:15.763043+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,RM_COORD,INCLUDING_BASE_OT,2305843009213693951,61,64,128,18,262144,64,32,-1,1,SKIPPED_NOT_IMPLEMENTED,skipped,SKIPPED,,,,,,,,,,,,,,,,,,,,,,,,,,,No integrated setup-inclusive RM_COORD TCP/local end-to-end harness exists in this checkout; coordinate PPRF is available only as an isolated component/local semantic ablation.,rm_coord_integrated_harness,SKIPPED
2026-07-23T01:21:15.763086+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,RM_COORD,INCLUDING_BASE_OT,2305843009213693951,61,64,128,18,262144,64,32,0,0,SKIPPED_NOT_IMPLEMENTED,skipped,SKIPPED,,,,,,,,,,,,,,,,,,,,,,,,,,,No integrated setup-inclusive RM_COORD TCP/local end-to-end harness exists in this checkout; coordinate PPRF is available only as an isolated component/local semantic ablation.,rm_coord_integrated_harness,SKIPPED
2026-07-23T01:21:15.763098+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,RM_VECTOR,INCLUDING_BASE_OT,2305843009213693951,61,64,128,20,1048576,64,8,-1,1,OK,measured,PASS,tcp-loopback,300.323,321.087,0,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,606.149,344.19899999999996,916.971,344.19899999999996,310.822,1276.431,68194304,68194304,68194304,136388608,2,128,16384,64,1048576,tcp_two_process_loopback; p0_server_p1_client; tcp_two_process;,all_N_times_m_coordinates,PASS
2026-07-23T01:21:17.302303+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,RM_VECTOR,INCLUDING_BASE_OT,2305843009213693951,61,64,128,20,1048576,64,8,0,0,OK,measured,PASS,tcp-loopback,299.58299999999997,310.554,0,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,594.1809999999999,356.768,913.472,356.768,319.291,1286.196,68194304,68194304,68194304,136388608,2,128,16384,64,1048576,tcp_two_process_loopback; p0_server_p1_client; tcp_two_process;,all_N_times_m_coordinates,PASS
2026-07-23T01:21:18.851869+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,RM_COORD,INCLUDING_BASE_OT,2305843009213693951,61,64,128,20,1048576,64,8,-1,1,SKIPPED_NOT_IMPLEMENTED,skipped,SKIPPED,,,,,,,,,,,,,,,,,,,,,,,,,,,No integrated setup-inclusive RM_COORD TCP/local end-to-end harness exists in this checkout; coordinate PPRF is available only as an isolated component/local semantic ablation.,rm_coord_integrated_harness,SKIPPED
2026-07-23T01:21:18.851910+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,RM_COORD,INCLUDING_BASE_OT,2305843009213693951,61,64,128,20,1048576,64,8,0,0,SKIPPED_NOT_IMPLEMENTED,skipped,SKIPPED,,,,,,,,,,,,,,,,,,,,,,,,,,,No integrated setup-inclusive RM_COORD TCP/local end-to-end harness exists in this checkout; coordinate PPRF is available only as an isolated component/local semantic ablation.,rm_coord_integrated_harness,SKIPPED
2026-07-23T01:21:18.851917+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,RM_VECTOR,INCLUDING_BASE_OT,2305843009213693951,61,64,128,20,1048576,64,16,-1,1,OK,measured,PASS,tcp-loopback,420.07800000000003,518.806,0,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,887.505,861.687,1559.656,861.687,672.1510000000001,2472.7219999999998,68194304,68194304,68194304,136388608,2,128,16384,64,1048576,tcp_two_process_loopback; p0_server_p1_client; tcp_two_process;,all_N_times_m_coordinates,PASS
2026-07-23T01:21:21.492528+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,RM_VECTOR,INCLUDING_BASE_OT,2305843009213693951,61,64,128,20,1048576,64,16,0,0,OK,measured,PASS,tcp-loopback,416.935,518.51,0,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,892.083,704.666,1564.853,704.666,672.77,2312.881,68194304,68194304,68194304,136388608,2,128,16384,64,1048576,tcp_two_process_loopback; p0_server_p1_client; tcp_two_process;,all_N_times_m_coordinates,PASS
2026-07-23T01:21:23.943382+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,RM_COORD,INCLUDING_BASE_OT,2305843009213693951,61,64,128,20,1048576,64,16,-1,1,SKIPPED_NOT_IMPLEMENTED,skipped,SKIPPED,,,,,,,,,,,,,,,,,,,,,,,,,,,No integrated setup-inclusive RM_COORD TCP/local end-to-end harness exists in this checkout; coordinate PPRF is available only as an isolated component/local semantic ablation.,rm_coord_integrated_harness,SKIPPED
2026-07-23T01:21:23.943424+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,RM_COORD,INCLUDING_BASE_OT,2305843009213693951,61,64,128,20,1048576,64,16,0,0,SKIPPED_NOT_IMPLEMENTED,skipped,SKIPPED,,,,,,,,,,,,,,,,,,,,,,,,,,,No integrated setup-inclusive RM_COORD TCP/local end-to-end harness exists in this checkout; coordinate PPRF is available only as an isolated component/local semantic ablation.,rm_coord_integrated_harness,SKIPPED
2026-07-23T01:21:23.943434+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,RM_VECTOR,INCLUDING_BASE_OT,2305843009213693951,61,64,128,20,1048576,64,32,-1,1,OK,measured,PASS,tcp-loopback,661.2940000000001,940.747,0,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,1461.904,1862.284,3324.189,1724.184,1862.284,5188.509,68194304,68194304,68194304,136388608,2,128,16384,64,1048576,tcp_two_process_loopback; p0_server_p1_client; tcp_two_process;,all_N_times_m_coordinates,PASS
2026-07-23T01:21:28.808841+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,RM_VECTOR,INCLUDING_BASE_OT,2305843009213693951,61,64,128,20,1048576,64,32,0,0,OK,measured,PASS,tcp-loopback,669.289,920.408,0,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,1457.5800000000002,1559.5140000000001,3017.094,1441.713,1559.5140000000001,4590.924,68194304,68194304,68194304,136388608,2,128,16384,64,1048576,tcp_two_process_loopback; p0_server_p1_client; tcp_two_process;,all_N_times_m_coordinates,PASS
2026-07-23T01:21:33.347844+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,RM_COORD,INCLUDING_BASE_OT,2305843009213693951,61,64,128,20,1048576,64,32,-1,1,SKIPPED_NOT_IMPLEMENTED,skipped,SKIPPED,,,,,,,,,,,,,,,,,,,,,,,,,,,No integrated setup-inclusive RM_COORD TCP/local end-to-end harness exists in this checkout; coordinate PPRF is available only as an isolated component/local semantic ablation.,rm_coord_integrated_harness,SKIPPED
2026-07-23T01:21:33.347891+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,RM_COORD,INCLUDING_BASE_OT,2305843009213693951,61,64,128,20,1048576,64,32,0,0,SKIPPED_NOT_IMPLEMENTED,skipped,SKIPPED,,,,,,,,,,,,,,,,,,,,,,,,,,,No integrated setup-inclusive RM_COORD TCP/local end-to-end harness exists in this checkout; coordinate PPRF is available only as an isolated component/local semantic ablation.,rm_coord_integrated_harness,SKIPPED
2026-07-23T01:21:33.354111+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,DIRECT_NOISY_SVOLE,INCLUDING_BASE_OT,2305843009213693951,61,64,128,12,4096,64,8,0,0,SKIPPED_NOT_IMPLEMENTED,skipped,SKIPPED,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,direct fixed-prime TCP/local harness was not added in this run,direct_noisy_svole,SKIPPED
2026-07-23T01:21:33.354140+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,DIRECT_NOISY_SVOLE,INCLUDING_BASE_OT,2305843009213693951,61,64,128,12,4096,64,16,0,0,SKIPPED_NOT_IMPLEMENTED,skipped,SKIPPED,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,direct fixed-prime TCP/local harness was not added in this run,direct_noisy_svole,SKIPPED
2026-07-23T01:21:33.354149+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,DIRECT_NOISY_SVOLE,INCLUDING_BASE_OT,2305843009213693951,61,64,128,12,4096,64,32,0,0,SKIPPED_NOT_IMPLEMENTED,skipped,SKIPPED,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,direct fixed-prime TCP/local harness was not added in this run,direct_noisy_svole,SKIPPED
2026-07-23T01:21:33.354155+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,DIRECT_NOISY_SVOLE,INCLUDING_BASE_OT,2305843009213693951,61,64,128,14,16384,64,8,0,0,SKIPPED_NOT_IMPLEMENTED,skipped,SKIPPED,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,direct fixed-prime TCP/local harness was not added in this run,direct_noisy_svole,SKIPPED
2026-07-23T01:21:33.354161+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,DIRECT_NOISY_SVOLE,INCLUDING_BASE_OT,2305843009213693951,61,64,128,14,16384,64,16,0,0,SKIPPED_NOT_IMPLEMENTED,skipped,SKIPPED,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,direct fixed-prime TCP/local harness was not added in this run,direct_noisy_svole,SKIPPED
2026-07-23T01:21:33.354167+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,DIRECT_NOISY_SVOLE,INCLUDING_BASE_OT,2305843009213693951,61,64,128,14,16384,64,32,0,0,SKIPPED_RESOURCE_LIMIT,skipped,SKIPPED,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,predicted network traffic exceeds 4 GiB per trial,direct_noisy_svole,SKIPPED
2026-07-23T01:21:33.354174+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,DIRECT_NOISY_SVOLE,INCLUDING_BASE_OT,2305843009213693951,61,64,128,16,65536,64,8,0,0,SKIPPED_NOT_IMPLEMENTED,skipped,SKIPPED,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,direct fixed-prime TCP/local harness was not added in this run,direct_noisy_svole,SKIPPED
2026-07-23T01:21:33.354180+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,DIRECT_NOISY_SVOLE,INCLUDING_BASE_OT,2305843009213693951,61,64,128,16,65536,64,16,0,0,SKIPPED_RESOURCE_LIMIT,skipped,SKIPPED,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,predicted network traffic exceeds 4 GiB per trial,direct_noisy_svole,SKIPPED
2026-07-23T01:21:33.354186+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,DIRECT_NOISY_SVOLE,INCLUDING_BASE_OT,2305843009213693951,61,64,128,16,65536,64,32,0,0,SKIPPED_RESOURCE_LIMIT,skipped,SKIPPED,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,predicted network traffic exceeds 4 GiB per trial,direct_noisy_svole,SKIPPED
2026-07-23T01:21:33.354194+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,DIRECT_NOISY_SVOLE,INCLUDING_BASE_OT,2305843009213693951,61,64,128,18,262144,64,8,0,0,SKIPPED_RESOURCE_LIMIT,skipped,SKIPPED,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,predicted network traffic exceeds 4 GiB per trial,direct_noisy_svole,SKIPPED
2026-07-23T01:21:33.354200+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,DIRECT_NOISY_SVOLE,INCLUDING_BASE_OT,2305843009213693951,61,64,128,18,262144,64,16,0,0,SKIPPED_RESOURCE_LIMIT,skipped,SKIPPED,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,predicted network traffic exceeds 4 GiB per trial,direct_noisy_svole,SKIPPED
2026-07-23T01:21:33.354205+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,DIRECT_NOISY_SVOLE,INCLUDING_BASE_OT,2305843009213693951,61,64,128,18,262144,64,32,0,0,SKIPPED_RESOURCE_LIMIT,skipped,SKIPPED,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,predicted network traffic exceeds 4 GiB per trial,direct_noisy_svole,SKIPPED
2026-07-23T01:21:33.354211+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,DIRECT_NOISY_SVOLE,INCLUDING_BASE_OT,2305843009213693951,61,64,128,20,1048576,64,8,0,0,SKIPPED_RESOURCE_LIMIT,skipped,SKIPPED,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,predicted network traffic exceeds 4 GiB per trial,direct_noisy_svole,SKIPPED
2026-07-23T01:21:33.354216+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,DIRECT_NOISY_SVOLE,INCLUDING_BASE_OT,2305843009213693951,61,64,128,20,1048576,64,16,0,0,SKIPPED_RESOURCE_LIMIT,skipped,SKIPPED,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,predicted network traffic exceeds 4 GiB per trial,direct_noisy_svole,SKIPPED
2026-07-23T01:21:33.354223+00:00,92541e97835cdf7b1979ebdd41e34c666bf3206e,DIRECT_NOISY_SVOLE,INCLUDING_BASE_OT,2305843009213693951,61,64,128,20,1048576,64,32,0,0,SKIPPED_MEMORY_LIMIT,skipped,SKIPPED,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,predicted peak RSS exceeds 70% of available RAM,direct_noisy_svole,SKIPPED
