timestamp,benchmark_source_commit,method,base_ot_mode,p,base_field_bits,base_coordinate_storage_bits,lambda,c,logN,N,t,domainSize,m,trial_index,warmup,status,data_source,correctness,network,p0_cpu,p1_cpu,p0_core,p1_core,numa_node,split_input_setup_ms,pprf_key_setup_ms,pprf_full_eval_p0_ms,pprf_full_eval_p1_ms,wht_p0_ms,wht_p1_ms,pointwise_p0_ms,pointwise_p1_ms,output_materialization_p0_ms,output_materialization_p1_ms,setup_wall_ms,expand_wall_ms,total_wall_ms,p0_expand_ms,p1_expand_ms,total_cpu_work_ms,pprf_instances,split_input_noisy_svole_length,pprf_domain_size,pprf_point_count,pprf_leaves_per_sparse_polynomial,consumed_ot_count,base_ot_protocol_invocations,notes,p0_bytes_sent,p0_bytes_received,p1_bytes_sent,p1_bytes_received,total_comm_bytes,total_received_bytes,sent_received_delta_bytes,split_input_base_ot_bytes,split_input_payload_bytes,pprf_base_ot_bytes,pprf_payload_bytes,framing_bytes,bytes_per_rm_vole_coordinate,bits_per_base_field_rank_one_entry,split_input_comm_percent,pprf_comm_percent,transport,relation,security_mode,requested_N,generated_N,code_family,code_size,noise_weight,partition_count,size_per_partition,base_ot_count,pprf_instance_count,pprf_base_ot_count,base_noisy_vole_count,silent_extension_count,base_correlation_setup_ms,silent_extension_ms,local_output_mapping_ms,p0_cpu_work_ms,p1_cpu_work_ms,p0_peak_rss_bytes,p1_peak_rss_bytes,base_ot_bytes,base_noisy_vole_bytes,silent_payload_bytes,direct_base_ot_bytes,direct_payload_bytes,silent_base_ot_bytes,silent_base_noisy_vole_bytes,silent_extension_payload_bytes,bytes_per_svole_coordinate,bits_per_base_field_matrix_entry
2026-07-23T08:59:25.098106+00:00,b33a10fa7851ba0c3a26bea531ffb004f00d9365,RM_VECTOR,INCLUDING_OT,2305843009213693951,61,64,128,2,12,4096,64,64,8,-1,1,OK,measured,PASS,tcp-loopback,0,2,0,1,0,57.888000000000005,55.508,0,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,103.96900000000001,0.749,104.688,0.718,0.749,114.86300000000001,2,128,64,64,4096,2,2,tcp_two_process_loopback; tcp_two_process;,4220584,70888,70888,4220584,4291472,4291472,0,included_in_split_input_bytes,included_in_split_input_bytes,included_in_pprf_bytes,included_in_pprf_bytes,0,130.96533203125,1047.72265625,98.14590424917138,1.855027831942047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-23T08:59:25.566389+00:00,b33a10fa7851ba0c3a26bea531ffb004f00d9365,RM_VECTOR,INCLUDING_OT,2305843009213693951,61,64,128,2,12,4096,64,64,8,0,0,OK,measured,PASS,tcp-loopback,0,2,0,1,0,57.516999999999996,55.554,0,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,103.55,0.716,104.24799999999999,0.6980000000000001,0.716,114.48499999999999,2,128,64,64,4096,2,2,tcp_two_process_loopback; tcp_two_process;,4220584,70888,70888,4220584,4291472,4291472,0,included_in_split_input_bytes,included_in_split_input_bytes,included_in_pprf_bytes,included_in_pprf_bytes,0,130.96533203125,1047.72265625,98.14590424917138,1.855027831942047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-23T08:59:26.033806+00:00,b33a10fa7851ba0c3a26bea531ffb004f00d9365,RM_VECTOR,INCLUDING_OT,2305843009213693951,61,64,128,2,12,4096,64,64,8,1,0,OK,measured,PASS,tcp-loopback,0,2,0,1,0,57.58,55.35,0,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,103.28099999999999,0.749,104.03,0.749,0.745,114.424,2,128,64,64,4096,2,2,tcp_two_process_loopback; tcp_two_process;,4220584,70888,70888,4220584,4291472,4291472,0,included_in_split_input_bytes,included_in_split_input_bytes,included_in_pprf_bytes,included_in_pprf_bytes,0,130.96533203125,1047.72265625,98.14590424917138,1.855027831942047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-23T08:59:26.500493+00:00,b33a10fa7851ba0c3a26bea531ffb004f00d9365,RM_VECTOR,INCLUDING_OT,2305843009213693951,61,64,128,2,12,4096,64,64,8,2,0,OK,measured,PASS,tcp-loopback,0,2,0,1,0,57.332,55.765,0,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,103.56700000000001,0.7380000000000001,104.28099999999999,0.714,0.7380000000000001,114.549,2,128,64,64,4096,2,2,tcp_two_process_loopback; tcp_two_process;,4220584,70888,70888,4220584,4291472,4291472,0,included_in_split_input_bytes,included_in_split_input_bytes,included_in_pprf_bytes,included_in_pprf_bytes,0,130.96533203125,1047.72265625,98.14590424917138,1.855027831942047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-23T08:59:26.967288+00:00,b33a10fa7851ba0c3a26bea531ffb004f00d9365,RM_VECTOR,INCLUDING_OT,2305843009213693951,61,64,128,2,12,4096,64,64,8,3,0,OK,measured,PASS,tcp-loopback,0,2,0,1,0,57.442,55.769,0,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,103.582,0.731,104.297,0.7150000000000001,0.731,114.657,2,128,64,64,4096,2,2,tcp_two_process_loopback; tcp_two_process;,4220584,70888,70888,4220584,4291472,4291472,0,included_in_split_input_bytes,included_in_split_input_bytes,included_in_pprf_bytes,included_in_pprf_bytes,0,130.96533203125,1047.72265625,98.14590424917138,1.855027831942047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-23T08:59:27.434198+00:00,b33a10fa7851ba0c3a26bea531ffb004f00d9365,RM_VECTOR,INCLUDING_OT,2305843009213693951,61,64,128,2,12,4096,64,64,8,4,0,OK,measured,PASS,tcp-loopback,0,2,0,1,0,58.338,55.778,0,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,104.417,0.743,105.146,0.7290000000000001,0.743,115.588,2,128,64,64,4096,2,2,tcp_two_process_loopback; tcp_two_process;,4220584,70888,70888,4220584,4291472,4291472,0,included_in_split_input_bytes,included_in_split_input_bytes,included_in_pprf_bytes,included_in_pprf_bytes,0,130.96533203125,1047.72265625,98.14590424917138,1.855027831942047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-23T08:59:27.903416+00:00,b33a10fa7851ba0c3a26bea531ffb004f00d9365,RM_VECTOR,INCLUDING_OT,2305843009213693951,61,64,128,2,12,4096,64,64,8,5,0,OK,measured,PASS,tcp-loopback,0,2,0,1,0,58.116,55.458,0,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,104.075,0.7739999999999999,104.849,0.7739999999999999,0.768,115.116,2,128,64,64,4096,2,2,tcp_two_process_loopback; tcp_two_process;,4220584,70888,70888,4220584,4291472,4291472,0,included_in_split_input_bytes,included_in_split_input_bytes,included_in_pprf_bytes,included_in_pprf_bytes,0,130.96533203125,1047.72265625,98.14590424917138,1.855027831942047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-23T08:59:28.372332+00:00,b33a10fa7851ba0c3a26bea531ffb004f00d9365,RM_VECTOR,INCLUDING_OT,2305843009213693951,61,64,128,2,12,4096,64,64,8,6,0,OK,measured,PASS,tcp-loopback,0,2,0,1,0,57.902,55.619,0,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,103.89800000000001,0.747,104.645,0.747,0.739,115.007,2,128,64,64,4096,2,2,tcp_two_process_loopback; tcp_two_process;,4220584,70888,70888,4220584,4291472,4291472,0,included_in_split_input_bytes,included_in_split_input_bytes,included_in_pprf_bytes,included_in_pprf_bytes,0,130.96533203125,1047.72265625,98.14590424917138,1.855027831942047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-23T08:59:28.840486+00:00,b33a10fa7851ba0c3a26bea531ffb004f00d9365,RM_VECTOR,INCLUDING_OT,2305843009213693951,61,64,128,2,12,4096,64,64,8,7,0,OK,measured,PASS,tcp-loopback,0,2,0,1,0,58.562000000000005,55.679,0,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,104.58000000000001,0.745,105.30000000000001,0.7200000000000001,0.745,115.70600000000002,2,128,64,64,4096,2,2,tcp_two_process_loopback; tcp_two_process;,4220584,70888,70888,4220584,4291472,4291472,0,included_in_split_input_bytes,included_in_split_input_bytes,included_in_pprf_bytes,included_in_pprf_bytes,0,130.96533203125,1047.72265625,98.14590424917138,1.855027831942047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-23T08:59:29.309157+00:00,b33a10fa7851ba0c3a26bea531ffb004f00d9365,RM_VECTOR,INCLUDING_OT,2305843009213693951,61,64,128,2,12,4096,64,64,8,8,0,OK,measured,PASS,tcp-loopback,0,2,0,1,0,58.302,55.564,0,0,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,included_in_expand_p0,included_in_expand_p1,104.283,0.743,105.00099999999999,0.717,0.743,115.326,2,128,64,64,4096,2,2,tcp_two_process_loopback; tcp_two_process;,4220584,70888,70888,4220584,4291472,4291472,0,included_in_split_input_bytes,included_in_split_input_bytes,included_in_pprf_bytes,included_in_pprf_bytes,0,130.96533203125,1047.72265625,98.14590424917138,1.855027831942047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
