method,logN,m,metric,count,median,mean,stddev,min,max,table,network_profile
RM_VECTOR_OPT,14,8,total_comm_bytes,5,1475168.0,1475168.0,0.0,1475168.0,1475168.0,network_runtime,WAN100
RM_VECTOR_OPT,18,16,total_wall_ms,5,1085.5790000000002,1083.6978000000001,4.2479497831306565,1076.1190000000001,1087.968,network_runtime,WAN100
RM_VECTOR_OPT,18,16,total_comm_bytes,5,2541152.0,2541152.0,0.0,2541152.0,2541152.0,network_runtime,WAN100
RM_VECTOR_OPT,18,32,total_wall_ms,5,1441.1940000000002,1439.4976,2.9750790644956395,1435.031,1442.5639999999999,network_runtime,WAN100
RM_VECTOR_OPT,18,32,total_comm_bytes,5,4605536.0,4605536.0,0.0,4605536.0,4605536.0,network_runtime,WAN100
RM_VECTOR_OPT,18,8,total_wall_ms,5,861.583,862.3394,2.867250711047092,858.245,866.0400000000001,network_runtime,WAN100
RM_VECTOR_OPT,18,8,total_comm_bytes,5,1508960.0,1508960.0,0.0,1508960.0,1508960.0,network_runtime,WAN100
RM_VECTOR_OPT,20,16,total_wall_ms,5,1904.194,1903.7667999999999,1.3774407283073091,1901.486,1905.6329999999998,network_runtime,WAN100
RM_VECTOR_OPT,20,16,total_comm_bytes,5,2558048.0,2558048.0,0.0,2558048.0,2558048.0,network_runtime,WAN100
RM_VECTOR_OPT,20,32,total_wall_ms,5,3190.52,3195.8302,9.23484281187291,3187.802,3211.2780000000002,network_runtime,WAN100
RM_VECTOR_OPT,20,32,total_comm_bytes,5,4622432.0,4622432.0,0.0,4622432.0,4622432.0,network_runtime,WAN100
RM_VECTOR_OPT,20,8,total_wall_ms,5,1270.933,1270.8588,0.7257493782291283,1269.973,1271.6909999999998,network_runtime,WAN100
RM_VECTOR_OPT,20,8,total_comm_bytes,5,1525856.0,1525856.0,0.0,1525856.0,1525856.0,network_runtime,WAN100
SILENT_SVOLE,14,16,total_wall_ms,5,2981.639,2975.2766,48.83319660476884,2918.9669999999996,3037.959,network_runtime,WAN100
SILENT_SVOLE,14,16,total_comm_bytes,5,32785160.0,32785160.0,0.0,32785160.0,32785160.0,network_runtime,WAN100
SILENT_SVOLE,14,32,total_wall_ms,5,9369.962,9416.057,162.68789057210157,9235.005,9655.285,network_runtime,WAN100
SILENT_SVOLE,14,32,total_comm_bytes,5,130462472.0,130462472.0,0.0,130462472.0,130462472.0,network_runtime,WAN100
SILENT_SVOLE,14,8,total_wall_ms,5,1461.644,1462.6852,1.6940310977075583,1460.9589999999998,1465.267,network_runtime,WAN100
SILENT_SVOLE,14,8,total_comm_bytes,5,8325896.0,8325896.0,0.0,8325896.0,8325896.0,network_runtime,WAN100
SILENT_SVOLE,18,16,total_wall_ms,5,3524.825,3525.322,4.569018231524048,3519.065,3532.352,network_runtime,WAN100
SILENT_SVOLE,18,16,total_comm_bytes,5,32848648.0,32848648.0,0.0,32848648.0,32848648.0,network_runtime,WAN100
SILENT_SVOLE,18,32,total_wall_ms,5,10248.658000000001,10253.0348,11.274642298539122,10244.555,10275.299,network_runtime,WAN100
SILENT_SVOLE,18,32,total_comm_bytes,5,130525960.0,130525960.0,0.0,130525960.0,130525960.0,network_runtime,WAN100
SILENT_SVOLE,18,8,total_wall_ms,5,1580.067,1581.3702,3.8992871861406115,1577.275,1588.0890000000002,network_runtime,WAN100
SILENT_SVOLE,18,8,total_comm_bytes,5,8389384.0,8389384.0,0.0,8389384.0,8389384.0,network_runtime,WAN100
SILENT_SVOLE,20,16,total_wall_ms,5,5140.380999999999,5141.8356,7.034851600424913,5132.17,5150.684,network_runtime,WAN100
SILENT_SVOLE,20,16,total_comm_bytes,5,32880392.0,32880392.0,0.0,32880392.0,32880392.0,network_runtime,WAN100
SILENT_SVOLE,20,32,total_wall_ms,5,12095.264000000001,12090.1268,146.87338163928848,11832.303,12262.275000000001,network_runtime,WAN100
SILENT_SVOLE,20,32,total_comm_bytes,5,130557704.0,130557704.0,0.0,130557704.0,130557704.0,network_runtime,WAN100
SILENT_SVOLE,20,8,total_wall_ms,5,2551.9159999999997,2556.6274,9.422027331737151,2546.426,2571.404,network_runtime,WAN100
SILENT_SVOLE,20,8,total_comm_bytes,5,8421128.0,8421128.0,0.0,8421128.0,8421128.0,network_runtime,WAN100
EXCONV7X24_ENCODER,12,16,total_ms,10,2.8475,2.8447,0.045609319223158695,2.769,2.901,encoder_only,
EXCONV7X24_ENCODER,12,16,ns_per_rm_vole_coordinate,10,695.272661,694.5270911,11.152320241943634,675.917477,708.252287,encoder_only,
EXCONV7X24_ENCODER,12,16,ns_per_base_field_matrix_entry,10,43.454541500000005,43.4079432,0.6970201417133948,42.244842,44.265768,encoder_only,
EXCONV7X24_ENCODER,12,32,total_ms,10,2.3064999999999998,2.3156,0.036672060209374656,2.274,2.372,encoder_only,
EXCONV7X24_ENCODER,12,32,ns_per_rm_vole_coordinate,10,563.037986,565.3206813,8.936858424907777,555.136467,579.020025,encoder_only,
EXCONV7X24_ENCODER,12,32,ns_per_base_field_matrix_entry,10,17.594937,17.6662714,0.2792767528575192,17.348015,18.094376,encoder_only,
EXCONV7X24_ENCODER,12,8,total_ms,10,2.14,2.132,0.05215937116185365,2.0149999999999997,2.193,encoder_only,
EXCONV7X24_ENCODER,12,8,ns_per_rm_vole_coordinate,10,522.405287,520.4627882999999,12.745979617251926,491.847686,535.349159,encoder_only,
EXCONV7X24_ENCODER,12,8,ns_per_base_field_matrix_entry,10,65.30066049999999,65.0578484,1.5932474199516031,61.480961,66.918645,encoder_only,
EXCONV7X24_ENCODER,14,16,total_ms,10,13.011,13.0208,0.035656135516906697,12.989,13.117,encoder_only,
EXCONV7X24_ENCODER,14,16,ns_per_rm_vole_coordinate,10,794.1213625,794.7266511,2.180633722504707,792.782032,800.617784,encoder_only,
EXCONV7X24_ENCODER,14,16,ns_per_base_field_matrix_entry,10,49.632585,49.6704156,0.1362894719552482,49.548877,50.038611,encoder_only,
EXCONV7X24_ENCODER,14,32,total_ms,10,10.398,10.413599999999999,0.07298109344206875,10.334,10.536,encoder_only,
EXCONV7X24_ENCODER,14,32,ns_per_rm_vole_coordinate,10,634.6306950000001,635.6016032,4.4555552599163795,630.765385,643.078124,encoder_only,
EXCONV7X24_ENCODER,14,32,ns_per_base_field_matrix_entry,10,19.832209,19.8625501,0.13923606894368315,19.711418,20.096191,encoder_only,
EXCONV7X24_ENCODER,14,8,total_ms,10,8.619,8.622399999999999,0.049447345732607825,8.556,8.704,encoder_only,
EXCONV7X24_ENCODER,14,8,ns_per_rm_vole_coordinate,10,526.073819,526.2729672,3.013587394624507,522.193432,531.25936,encoder_only,
EXCONV7X24_ENCODER,14,8,ns_per_base_field_matrix_entry,10,65.7592275,65.7841209,0.3766984629505267,65.274179,66.40742,encoder_only,
EXCONV7X24_ENCODER,16,16,total_ms,10,58.4155,58.796600000000005,1.1248202700876258,57.899,61.868,encoder_only,
EXCONV7X24_ENCODER,16,16,ns_per_rm_vole_coordinate,10,891.3491595,897.1654743,17.164230670456142,883.463635,944.033467,encoder_only,
EXCONV7X24_ENCODER,16,16,ns_per_base_field_matrix_entry,10,55.7093225,56.0728422,1.0727645385597715,55.216477,59.002092,encoder_only,
EXCONV7X24_ENCODER,16,32,total_ms,10,55.6095,56.0602,1.1983910713953116,54.836999999999996,58.852000000000004,encoder_only,
EXCONV7X24_ENCODER,16,32,ns_per_rm_vole_coordinate,10,848.5337055,855.4098002,18.28731130184125,836.744142,898.017163,encoder_only,
EXCONV7X24_ENCODER,16,32,ns_per_base_field_matrix_entry,10,26.5166785,26.7315563,0.5714784648233124,26.148254,28.063036,encoder_only,
EXCONV7X24_ENCODER,16,8,total_ms,10,37.211,37.4583,0.631391170353213,36.82,39.116,encoder_only,
EXCONV7X24_ENCODER,16,8,ns_per_rm_vole_coordinate,10,567.790586,571.5647219,9.634739273524174,561.822112,596.857014,encoder_only,
EXCONV7X24_ENCODER,16,8,ns_per_base_field_matrix_entry,10,70.9738235,71.44559029999999,1.2043425038911548,70.227764,74.607127,encoder_only,
EXCONV7X24_ENCODER,18,16,total_ms,10,303.41650000000004,306.1871,5.294380104412607,300.575,316.456,encoder_only,
EXCONV7X24_ENCODER,18,16,ns_per_rm_vole_coordinate,10,1157.4424605,1168.0113852,20.19599939021468,1146.603633,1207.183411,encoder_only,
EXCONV7X24_ENCODER,18,16,ns_per_base_field_matrix_entry,10,72.340154,73.0007116,1.2622499063506567,71.662727,75.448963,encoder_only,
EXCONV7X24_ENCODER,18,32,total_ms,10,391.89650000000006,393.2017,4.994995376374224,388.109,405.56199999999995,encoder_only,
EXCONV7X24_ENCODER,18,32,ns_per_rm_vole_coordinate,10,1494.9661765,1499.9459534,19.054974806723006,1480.518112,1547.097998,encoder_only,
EXCONV7X24_ENCODER,18,32,ns_per_base_field_matrix_entry,10,46.717693,46.873311,0.5954679078247631,46.266191,48.346812,encoder_only,
EXCONV7X24_ENCODER,18,8,total_ms,10,174.9445,175.3425,1.4368506707379187,173.569,178.552,encoder_only,
EXCONV7X24_ENCODER,18,8,ns_per_rm_vole_coordinate,10,667.3602435,668.8785644,5.481436656595721,662.111828,681.122952,encoder_only,
EXCONV7X24_ENCODER,18,8,ns_per_base_field_matrix_entry,10,83.4200305,83.6098206,0.685179550517557,82.763979,85.140369,encoder_only,
EXCONV7X24_ENCODER,20,16,total_ms,10,1730.7334999999998,1732.6828,7.298679713482444,1722.928,1749.444,encoder_only,
EXCONV7X24_ENCODER,20,16,ns_per_rm_vole_coordinate,10,1650.5560415,1652.4150498,6.960605101433884,1643.111799,1668.40004,encoder_only,
EXCONV7X24_ENCODER,20,16,ns_per_base_field_matrix_entry,10,103.1597525,103.2759406,0.43503795314275834,102.694487,104.275003,encoder_only,
EXCONV7X24_ENCODER,20,32,total_ms,10,2193.6904999999997,2195.2464,6.201159572209061,2184.66,2206.216,encoder_only,
EXCONV7X24_ENCODER,20,32,ns_per_rm_vole_coordinate,10,2092.066273,2093.5500822999998,5.913785813719938,2083.454492,2104.011332,encoder_only,
EXCONV7X24_ENCODER,20,32,ns_per_base_field_matrix_entry,10,65.377071,65.42344,0.1848057778885714,65.107953,65.750354,encoder_only,
EXCONV7X24_ENCODER,20,8,total_ms,10,945.1045,945.0031,5.328512558866689,936.3679999999999,956.51,encoder_only,
EXCONV7X24_ENCODER,20,8,ns_per_rm_vole_coordinate,10,901.3220925,901.2253009,5.0815809331729005,892.990509,912.198779,encoder_only,
EXCONV7X24_ENCODER,20,8,ns_per_base_field_matrix_entry,10,112.6652615,112.6531626,0.6351974126879286,111.623814,114.024847,encoder_only,
WHT_ENCODER,12,16,total_ms,10,0.778,0.7816,0.011253443917308164,0.771,0.809,encoder_only,
WHT_ENCODER,12,16,ns_per_rm_vole_coordinate,10,189.933473,190.81201099999998,2.7587402237186804,188.159106,197.440158,encoder_only,
WHT_ENCODER,12,16,ns_per_base_field_matrix_entry,10,11.870842,11.9257508,0.17242133054689013,11.759944,12.34001,encoder_only,
WHT_ENCODER,12,32,total_ms,10,1.5575,1.5586,0.022459741761649932,1.521,1.6,encoder_only,
WHT_ENCODER,12,32,ns_per_rm_vole_coordinate,10,380.260985,380.5324696,5.492967649190972,371.399665,390.659466,encoder_only,
WHT_ENCODER,12,32,ns_per_base_field_matrix_entry,10,11.8831555,11.8916396,0.1716550179244406,11.60624,12.208108,encoder_only,
WHT_ENCODER,12,8,total_ms,10,0.397,0.4038,0.012456323695216017,0.395,0.437,encoder_only,
WHT_ENCODER,12,8,ns_per_rm_vole_coordinate,10,96.979079,98.6174655,3.034637698152951,96.450208,106.640869,encoder_only,
WHT_ENCODER,12,8,ns_per_base_field_matrix_entry,10,12.122385000000001,12.3271832,0.37932983512210056,12.056276,13.330109,encoder_only,
WHT_ENCODER,14,16,total_ms,10,3.4520000000000004,3.4597,0.025147763320025048,3.439,3.529,encoder_only,
WHT_ENCODER,14,16,ns_per_rm_vole_coordinate,10,210.6693415,211.159832,1.5396929581315262,209.876049,215.410466,encoder_only,
WHT_ENCODER,14,16,ns_per_base_field_matrix_entry,10,13.166834,13.1974895,0.09623074392027722,13.117253,13.463154,encoder_only,
WHT_ENCODER,14,32,total_ms,10,6.6995000000000005,6.6995000000000005,0.012555875118843653,6.674,6.721,encoder_only,
WHT_ENCODER,14,32,ns_per_rm_vole_coordinate,10,408.90869,408.9116202,0.7693517347908965,407.336358,410.205132,encoder_only,
WHT_ENCODER,14,32,ns_per_base_field_matrix_entry,10,12.7783965,12.7784881,0.024042239905841038,12.729261,12.81891,encoder_only,
WHT_ENCODER,14,8,total_ms,10,1.758,1.7649,0.01618301578816507,1.7429999999999999,1.786,encoder_only,
WHT_ENCODER,14,8,ns_per_rm_vole_coordinate,10,107.29772249999999,107.7086892,0.9929552548851146,106.355401,108.97844,encoder_only,
WHT_ENCODER,14,8,ns_per_base_field_matrix_entry,10,13.412215,13.4635861,0.12411938332867244,13.294425,13.622305,encoder_only,
WHT_ENCODER,16,16,total_ms,10,14.344,14.3459,0.07384368625684903,14.236,14.44,encoder_only,
WHT_ENCODER,16,16,ns_per_rm_vole_coordinate,10,218.873421,218.900963,1.1266292361068895,217.21727,220.338016,encoder_only,
WHT_ENCODER,16,16,ns_per_base_field_matrix_entry,10,13.679589,13.681310100000001,0.07041445339197068,13.576079,13.771126,encoder_only,
WHT_ENCODER,16,32,total_ms,10,28.2035,28.2612,0.12996753440763556,28.135,28.505,encoder_only,
WHT_ENCODER,16,32,ns_per_rm_vole_coordinate,10,430.35468549999996,431.2333695,1.9831037706284709,429.308457,434.955801,encoder_only,
WHT_ENCODER,16,32,ns_per_base_field_matrix_entry,10,13.448584,13.4760427,0.061972027454408794,13.415889,13.592369,encoder_only,
WHT_ENCODER,16,8,total_ms,10,7.355,7.3644,0.04668233070445379,7.306,7.467,encoder_only,
WHT_ENCODER,16,8,ns_per_rm_vole_coordinate,10,112.227067,112.3711479,0.7132086524889414,111.477554,113.942001,encoder_only,
WHT_ENCODER,16,8,ns_per_base_field_matrix_entry,10,14.0283835,14.0463935,0.08915109848369762,13.934694,14.24275,encoder_only,
WHT_ENCODER,18,16,total_ms,10,72.0205,72.1354,0.3941454553841768,71.697,72.95500000000001,encoder_only,
WHT_ENCODER,18,16,ns_per_rm_vole_coordinate,10,274.736288,275.1752071,1.5030919863391203,273.503902,278.299874,encoder_only,
WHT_ENCODER,18,16,ns_per_base_field_matrix_entry,10,17.171018,17.1984506,0.09394321938085784,17.093994,17.393742,encoder_only,
WHT_ENCODER,18,32,total_ms,10,141.52100000000002,141.7193,0.7537889691418885,140.68800000000002,143.695,encoder_only,
WHT_ENCODER,18,32,ns_per_rm_vole_coordinate,10,539.8591085,540.6167842,2.8755623966132475,536.683018,548.153972,encoder_only,
WHT_ENCODER,18,32,ns_per_base_field_matrix_entry,10,16.870597,16.8942744,0.08986150502656881,16.771344,17.129812,encoder_only,
WHT_ENCODER,18,8,total_ms,10,37.007999999999996,37.0135,0.2001440731073502,36.667,37.358000000000004,encoder_only,
WHT_ENCODER,18,8,ns_per_rm_vole_coordinate,10,141.1744695,141.1953687,0.7636177217397522,139.873466,142.509151,encoder_only,
WHT_ENCODER,18,8,ns_per_base_field_matrix_entry,10,17.6468085,17.6494211,0.09545222447533634,17.484183,17.813644,encoder_only,
WHT_ENCODER,20,16,total_ms,10,318.7455,319.45529999999997,1.6929946278709807,317.351,322.211,encoder_only,
WHT_ENCODER,20,16,ns_per_rm_vole_coordinate,10,303.979276,304.6562547,1.6146309349831662,302.649372,307.283977,encoder_only,
WHT_ENCODER,20,16,ns_per_base_field_matrix_entry,10,18.998705,19.041016,0.10091444457955408,18.915586,19.205249,encoder_only,
WHT_ENCODER,20,32,total_ms,10,625.049,626.8027,3.2992681627900535,622.948,631.506,encoder_only,
WHT_ENCODER,20,32,ns_per_rm_vole_coordinate,10,596.0930249999999,597.7656787999999,3.1465328668452757,594.0894,602.251333,encoder_only,
WHT_ENCODER,20,32,ns_per_base_field_matrix_entry,10,18.627907,18.6801774,0.0983291079743934,18.565294,18.820354,encoder_only,
WHT_ENCODER,20,8,total_ms,10,164.389,164.5734,0.6269719610955538,163.918,166.324,encoder_only,
WHT_ENCODER,20,8,ns_per_rm_vole_coordinate,10,156.77393849999999,156.9493513,0.5978422456621939,156.323982,158.618511,encoder_only,
WHT_ENCODER,20,8,ns_per_base_field_matrix_entry,10,19.596742499999998,19.618669,0.07473025075028215,19.540498,19.827314,encoder_only,
