network_profile,network_label,method,logN,m,metric,count,median,mean,stddev,min,max
WAN100,emulated TCP network,RM_VECTOR_GENERIC_SPLIT,14,32,split_input_phase_wall_ms,5,4703.945,4711.7126,32.70940950002034,4659.971,4747.466
WAN100,emulated TCP network,RM_VECTOR_GENERIC_SPLIT,14,8,total_wall_ms,5,1006.459,1006.3485999999999,0.49490629416085175,1005.5289999999999,1006.977
WAN100,emulated TCP network,RM_VECTOR_GENERIC_SPLIT,14,8,total_comm_bytes,5,4308304.0,4308304.0,0.0,4308304.0,4308304.0
WAN100,emulated TCP network,RM_VECTOR_GENERIC_SPLIT,14,8,split_input_phase_wall_ms,5,741.7620000000001,741.6532,0.5216364251085398,740.718,742.225
WAN100,emulated TCP network,RM_VECTOR_GENERIC_SPLIT,18,16,total_wall_ms,5,2028.8059999999998,2040.8193999999999,18.623418285588638,2026.0410000000002,2074.238
WAN100,emulated TCP network,RM_VECTOR_GENERIC_SPLIT,18,16,total_comm_bytes,5,16975184.0,16975184.0,0.0,16975184.0,16975184.0
WAN100,emulated TCP network,RM_VECTOR_GENERIC_SPLIT,18,16,split_input_phase_wall_ms,5,1527.812,1541.0538000000001,18.35637145407557,1527.044,1573.258
WAN100,emulated TCP network,RM_VECTOR_GENERIC_SPLIT,18,32,total_wall_ms,5,5396.505999999999,5406.0188,20.26401714764395,5386.563,5442.154
WAN100,emulated TCP network,RM_VECTOR_GENERIC_SPLIT,18,32,total_comm_bytes,5,67407184.0,67407184.0,0.0,67407184.0,67407184.0
WAN100,emulated TCP network,RM_VECTOR_GENERIC_SPLIT,18,32,split_input_phase_wall_ms,5,4704.363,4710.6606,15.453930122787675,4695.444,4738.794000000001
WAN100,emulated TCP network,RM_VECTOR_GENERIC_SPLIT,18,8,total_wall_ms,5,1041.8670000000002,1041.9292,1.0468632002320373,1040.721,1043.728
WAN100,emulated TCP network,RM_VECTOR_GENERIC_SPLIT,18,8,total_comm_bytes,5,4342096.0,4342096.0,0.0,4342096.0,4342096.0
WAN100,emulated TCP network,RM_VECTOR_GENERIC_SPLIT,18,8,split_input_phase_wall_ms,5,646.7850000000001,646.9490000000001,0.5392947246172212,646.4250000000001,647.992
WAN100,emulated TCP network,RM_VECTOR_GENERIC_SPLIT,20,16,total_wall_ms,5,2851.097,2850.992,1.6988819853067634,2848.11,2853.109
WAN100,emulated TCP network,RM_VECTOR_GENERIC_SPLIT,20,16,total_comm_bytes,5,16992080.0,16992080.0,0.0,16992080.0,16992080.0
WAN100,emulated TCP network,RM_VECTOR_GENERIC_SPLIT,20,16,split_input_phase_wall_ms,5,1548.7759999999998,1548.7708,0.42389876149854344,1548.107,1549.378
WAN100,emulated TCP network,RM_VECTOR_GENERIC_SPLIT,20,32,total_wall_ms,5,7082.080999999999,7150.339,155.72068358056993,7040.495,7459.65
WAN100,emulated TCP network,RM_VECTOR_GENERIC_SPLIT,20,32,total_comm_bytes,5,67424080.0,67424080.0,0.0,67424080.0,67424080.0
WAN100,emulated TCP network,RM_VECTOR_GENERIC_SPLIT,20,32,split_input_phase_wall_ms,5,4699.611,4766.2998,151.6794688142068,4659.934,5067.822999999999
WAN100,emulated TCP network,RM_VECTOR_GENERIC_SPLIT,20,8,total_wall_ms,5,1410.13,1410.2692,1.2638717339982997,1408.469,1411.822
WAN100,emulated TCP network,RM_VECTOR_GENERIC_SPLIT,20,8,total_comm_bytes,5,4358992.0,4358992.0,0.0,4358992.0,4358992.0
WAN100,emulated TCP network,RM_VECTOR_GENERIC_SPLIT,20,8,split_input_phase_wall_ms,5,646.715,646.711,0.1552069586068884,646.467,646.952
WAN100,emulated TCP network,RM_VECTOR_OPT,14,16,total_wall_ms,5,904.982,904.9642,0.22489499772119512,904.598,905.2280000000001
WAN100,emulated TCP network,RM_VECTOR_OPT,14,16,total_comm_bytes,5,2507360.0,2507360.0,0.0,2507360.0,2507360.0
WAN100,emulated TCP network,RM_VECTOR_OPT,14,16,split_input_phase_wall_ms,5,620.436,620.4732,0.05217432318678907,620.4340000000001,620.567
WAN100,emulated TCP network,RM_VECTOR_OPT,14,32,total_wall_ms,5,989.13,988.7944,0.7801037366914978,987.251,989.359
WAN100,emulated TCP network,RM_VECTOR_OPT,14,32,total_comm_bytes,5,4571744.0,4571744.0,0.0,4571744.0,4571744.0
WAN100,emulated TCP network,RM_VECTOR_OPT,14,32,split_input_phase_wall_ms,5,726.968,727.0187999999999,0.10247224014337143,726.914,727.155
WAN100,emulated TCP network,RM_VECTOR_OPT,14,8,total_wall_ms,5,791.808,792.196,0.8882537925615404,791.5550000000001,793.944
WAN100,emulated TCP network,RM_VECTOR_OPT,14,8,total_comm_bytes,5,1475168.0,1475168.0,0.0,1475168.0,1475168.0
WAN100,emulated TCP network,RM_VECTOR_OPT,14,8,split_input_phase_wall_ms,5,519.401,519.408,0.06554998093059855,519.3389999999999,519.509
WAN100,emulated TCP network,RM_VECTOR_OPT,18,16,total_wall_ms,5,1085.5790000000002,1083.6978000000001,4.2479497831306565,1076.1190000000001,1087.968
WAN100,emulated TCP network,RM_VECTOR_OPT,18,16,total_comm_bytes,5,2541152.0,2541152.0,0.0,2541152.0,2541152.0
WAN100,emulated TCP network,RM_VECTOR_OPT,18,16,split_input_phase_wall_ms,5,571.042,571.0404,0.0696895975020807,570.958,571.144
WAN100,emulated TCP network,RM_VECTOR_OPT,18,32,total_wall_ms,5,1441.1940000000002,1439.4976,2.9750790644956395,1435.031,1442.5639999999999
WAN100,emulated TCP network,RM_VECTOR_OPT,18,32,total_comm_bytes,5,4605536.0,4605536.0,0.0,4605536.0,4605536.0
WAN100,emulated TCP network,RM_VECTOR_OPT,18,32,split_input_phase_wall_ms,5,707.024,707.0156000000001,0.07279175777518772,706.893,707.1220000000001
WAN100,emulated TCP network,RM_VECTOR_OPT,18,8,total_wall_ms,5,861.583,862.3394,2.867250711047092,858.245,866.0400000000001
WAN100,emulated TCP network,RM_VECTOR_OPT,18,8,total_comm_bytes,5,1508960.0,1508960.0,0.0,1508960.0,1508960.0
WAN100,emulated TCP network,RM_VECTOR_OPT,18,8,split_input_phase_wall_ms,5,473.096,473.1152,0.12116831268941339,472.951,473.293
WAN100,emulated TCP network,RM_VECTOR_OPT,20,16,total_wall_ms,5,1904.194,1903.7667999999999,1.3774407283073091,1901.486,1905.6329999999998
WAN100,emulated TCP network,RM_VECTOR_OPT,20,16,total_comm_bytes,5,2558048.0,2558048.0,0.0,2558048.0,2558048.0
WAN100,emulated TCP network,RM_VECTOR_OPT,20,16,split_input_phase_wall_ms,5,551.072,551.1258,0.18288838126025694,550.9540000000001,551.48
WAN100,emulated TCP network,RM_VECTOR_OPT,20,32,total_wall_ms,5,3190.52,3195.8302,9.23484281187291,3187.802,3211.2780000000002
WAN100,emulated TCP network,RM_VECTOR_OPT,20,32,total_comm_bytes,5,4622432.0,4622432.0,0.0,4622432.0,4622432.0
WAN100,emulated TCP network,RM_VECTOR_OPT,20,32,split_input_phase_wall_ms,5,707.114,709.1664,3.4116671936166423,706.927,715.84
WAN100,emulated TCP network,RM_VECTOR_OPT,20,8,total_wall_ms,5,1270.933,1270.8588,0.7257493782291283,1269.973,1271.6909999999998
WAN100,emulated TCP network,RM_VECTOR_OPT,20,8,total_comm_bytes,5,1525856.0,1525856.0,0.0,1525856.0,1525856.0
WAN100,emulated TCP network,RM_VECTOR_OPT,20,8,split_input_phase_wall_ms,5,473.192,473.169,0.0555517776493281,473.076,473.23900000000003
WAN100,emulated TCP network,SILENT_SVOLE,14,16,total_wall_ms,5,2981.639,2975.2766,48.83319660476884,2918.9669999999996,3037.959
WAN100,emulated TCP network,SILENT_SVOLE,14,16,total_comm_bytes,5,32785160.0,32785160.0,0.0,32785160.0,32785160.0
WAN100,emulated TCP network,SILENT_SVOLE,14,16,split_input_phase_wall_ms,5,0.0,0.0,0.0,0.0,0.0
WAN100,emulated TCP network,SILENT_SVOLE,14,32,total_wall_ms,5,9369.962,9416.057,162.68789057210157,9235.005,9655.285
WAN100,emulated TCP network,SILENT_SVOLE,14,32,total_comm_bytes,5,130462472.0,130462472.0,0.0,130462472.0,130462472.0
WAN100,emulated TCP network,SILENT_SVOLE,14,32,split_input_phase_wall_ms,5,0.0,0.0,0.0,0.0,0.0
WAN100,emulated TCP network,SILENT_SVOLE,14,8,total_wall_ms,5,1461.644,1462.6852,1.6940310977075583,1460.9589999999998,1465.267
WAN100,emulated TCP network,SILENT_SVOLE,14,8,total_comm_bytes,5,8325896.0,8325896.0,0.0,8325896.0,8325896.0
WAN100,emulated TCP network,SILENT_SVOLE,14,8,split_input_phase_wall_ms,5,0.0,0.0,0.0,0.0,0.0
WAN100,emulated TCP network,SILENT_SVOLE,18,16,total_wall_ms,5,3524.825,3525.322,4.569018231524048,3519.065,3532.352
WAN100,emulated TCP network,SILENT_SVOLE,18,16,total_comm_bytes,5,32848648.0,32848648.0,0.0,32848648.0,32848648.0
WAN100,emulated TCP network,SILENT_SVOLE,18,16,split_input_phase_wall_ms,5,0.0,0.0,0.0,0.0,0.0
WAN100,emulated TCP network,SILENT_SVOLE,18,32,total_wall_ms,5,10248.658000000001,10253.0348,11.274642298539122,10244.555,10275.299
WAN100,emulated TCP network,SILENT_SVOLE,18,32,total_comm_bytes,5,130525960.0,130525960.0,0.0,130525960.0,130525960.0
WAN100,emulated TCP network,SILENT_SVOLE,18,32,split_input_phase_wall_ms,5,0.0,0.0,0.0,0.0,0.0
WAN100,emulated TCP network,SILENT_SVOLE,18,8,total_wall_ms,5,1580.067,1581.3702,3.8992871861406115,1577.275,1588.0890000000002
WAN100,emulated TCP network,SILENT_SVOLE,18,8,total_comm_bytes,5,8389384.0,8389384.0,0.0,8389384.0,8389384.0
WAN100,emulated TCP network,SILENT_SVOLE,18,8,split_input_phase_wall_ms,5,0.0,0.0,0.0,0.0,0.0
WAN100,emulated TCP network,SILENT_SVOLE,20,16,total_wall_ms,5,5140.380999999999,5141.8356,7.034851600424913,5132.17,5150.684
WAN100,emulated TCP network,SILENT_SVOLE,20,16,total_comm_bytes,5,32880392.0,32880392.0,0.0,32880392.0,32880392.0
WAN100,emulated TCP network,SILENT_SVOLE,20,16,split_input_phase_wall_ms,5,0.0,0.0,0.0,0.0,0.0
WAN100,emulated TCP network,SILENT_SVOLE,20,32,total_wall_ms,5,12095.264000000001,12090.1268,146.87338163928848,11832.303,12262.275000000001
WAN100,emulated TCP network,SILENT_SVOLE,20,32,total_comm_bytes,5,130557704.0,130557704.0,0.0,130557704.0,130557704.0
WAN100,emulated TCP network,SILENT_SVOLE,20,32,split_input_phase_wall_ms,5,0.0,0.0,0.0,0.0,0.0
WAN100,emulated TCP network,SILENT_SVOLE,20,8,total_wall_ms,5,2551.9159999999997,2556.6274,9.422027331737151,2546.426,2571.404
WAN100,emulated TCP network,SILENT_SVOLE,20,8,total_comm_bytes,5,8421128.0,8421128.0,0.0,8421128.0,8421128.0
WAN100,emulated TCP network,SILENT_SVOLE,20,8,split_input_phase_wall_ms,5,0.0,0.0,0.0,0.0,0.0
